sentence1,sentence2,score
출구전략의 일환으로 지속적으로 기준금리가 인상될 것이라는 전망도 그 열기 영향을 미치고 있는 것으로 보인다. 4일 증권업계에 따르면 금리인상 이후 수혜 가능성이 높은 업종은 여전히 보험업종인 것으로 나타났다. 기준금리 인상이 자산운용 수익률 개선으로 이어지면서 호재로 작용할 가능성이 높은 것. 보험사들은 10여년 전부터 판매상품을 변동금리형으로 바꾸기는 했지만 이전에 판매한 상품이 대부분이 확정금리형인 탓에 내고가 심했었다. 이에 더해 자산운용 수익률 역시 한자리수대를 머물며 경영에 대한 부담이 컸다. 보험사 자산운용의 특성상 국고채에 투자하는 비중이 높기 때문이다.,"출구전략의 일환으로 기준금리 인상이 예고되고 있으나, 이는 오히려 금융시장에 긍정적인 영향을 미치고 있다는 분석이 있다. 4일 증권업계에 따르면 금리인상이 보험업종에 부정적인 영향을 미칠 것이라는 관측이 지배적이다. 기준금리 인상이 자산운용 수익률 감소로 이어져 오히려 악재로 작용할 가능성이 높은 상황이다. 보험사들은 10여년 전부터 판매상품을 변동금리형으로 전환했으나, 이전에 판매한 상품이 확정금리형인 경우가 많아 비용 부담이 적지 않았던 것으로 보인다. 더하여 자산운용 수익률도 두 자리수를 유지하며 경영에 긍정적인 영향을 미치고 있다는 전망이 제기되었다. 보험사 자산운용의 특성상 국고채 투자 비중이 낮아지고 있는 점도 주목할 필요가 있다.",1
"25일 주총을 개최하는 기업 중에는 사조씨푸드와 원익 아이센스가 대표적이다. 특히 원익과 아이센스는 지난해 당기순이익이 전년대비 각각 23%와 6.6% 증가한 505억원과 166억원을 기록했지만, 2015년에도 배당을 하지 않기로 했다. 대신 경제연구소에 따르면 이들의 2015년 누적 주가수익률도 각각 18.6%와 19.1% 하락한 것으로 나타나 주주들의 반발이 예상된다.","25일 주총을 개최하는 기업 중에는 사조씨푸드와 원익 아이센스가 대표적이다. 특히 원익과 아이센스는 지난해 당기순이익이 전년대비 각각 23%와 6.6% 증가한 505억원과 166억원을 기록했으며, 2015년에 배당을 지속하기로 결정했다. 대신 경제연구소에 따르면 이들의 2015년 누적 주가수익률도 각각 18.6%와 19.1% 상승한 것으로 나타나 주주들의 기대가 높아지고 있다.",1
금 가격이 치솟으면서 기초소재섹터주식펀드가 4.13%의 성과를 냈으며 소비재섹터주식펀드도 4.13%로 높은 수익률을 기록했다. 중국펀드는 통화 긴축 우려에 하락하다 막판에 저가 매수세가 유입되며 1.83% 상승했다. 인도펀드는 급반등에 따른 차익 실현과 경기 및 중국의 긴축에 대한 불안감에 0.84%의 수익률을 보였다. 러시아주식펀드는 원자재 수요 증가 기대로 한주간 1.25% 상승했으며 브라질주식펀드는 0.76%의 수익률을 기록하며 전주의 급락세를 만회했다. 일본펀드는 1.42%의 손실을 낸 반면 북미주식펀드는 0.11% 상승했고 구제기금을 마련한 유럽도 2.31%의 수익률을 기록했다.,"금 가격이 치솟음에도 불구하고 기초소재섹터주식펀드의 성과는 4.13%에 그쳤고 소비재섹터주식펀드도 4.13%로 기대 이하의 수익률을 보였다. 중국펀드는 통화 긴축 우려로 하락세를 지속하다가 막판의 저가 매수세에도 불구하고 1.83%의 상승은 미미한 수준이었다. 인도펀드는 급반등에 따른 차익 실현과 경기 및 중국의 긴축에 대한 불안감에 0.84%의 저조한 수익률을 보였다. 러시아주식펀드는 원자재 수요 증가 기대로 1.25% 상승했지만 여전히 낮은 수준으로 평가되며, 브라질주식펀드는 0.76%의 수익률을 기록하며 전주의 급락세를 완전히 만회하지 못했다. 일본펀드는 1.42%의 손실을 보였으며 북미주식펀드는 0.11% 상승해 큰 변화가 없는 가운데 구제기금을 마련한 유럽도 2.31%의 수익률 기록에 그치며 여전히 불확실성이 존재하고 있다.",1
외국인은 3개월간 1047억원 기관은 2386억원 어치를 사들였다. 외국인지분율은 지난해 9월초 11.17%에서 올해초 8.97%까지 하락했지만 이달 들어 다시 11%대로 올라섰다. 최근 한 달을 기준으로는 코스피 종목 가운데 네이버 삼성물산에 이어 기관 순매수 상위 종목 3위에 이름을 올렸다.,외국인은 3개월간 1047억원 기관은 2386억원 어치를 매도했다. 외국인지분율은 지난해 9월초 11.17%에서 올해초 8.97%까지 하락했지만 이달 들어 다시 하락세를 보이고 있다. 최근 한 달을 기준으로는 코스피 종목 가운데 네이버 삼성물산에 이어 기관 순매도 상위 종목 3위에 이름을 올렸다.,1
"안녕하세요,

저는 [이름]이라고 하며, [전문 분야]에서 경력을 쌓아온 전문가입니다. [관련 경험이나 자격증, 학위]를 보유하고 있으며, [관련 회사 또는 프로젝트 경험]을 통해 [세부적인 기술이나 역량]을 개발해왔습니다. 

저는 [기업의 목표나 미션]에 큰 관심이 있으며, 귀사의 팀에서 긍정적인 기여를 할 수 있을 것이라고 확신합니다. 저의 경력은 [특정 기술이나 프로젝트]의 성공을 바탕으로 하며, 이를 통해 문제 해결 및 효율성을 증대시키는 데 기여해왔습니다.

기회를 주신다면 [기대하는 역할이나 기여 방안]에 대해 더 자세히 말씀드리고 싶습니다. 감사합니다.

감사합니다,
[이름]","안녕하세요,

저는 [이름]이며, [전문 분야]에서 스스로를 전문가라고 생각하지 않습니다. [자격증이나 학위]는 보유하고 있지만, 실제 경험은 부족한 편입니다. [경험이 부족한 부분’을 명시할 수 있습니다]에 대한 자신감이 덜하여 제가 응용할 수 있는 재능이 제한적이라고 느끼고 있습니다.

저는 [기업의 목표나 미션]에 대한 이해가 부족하여 귀사에서 어떻게 기여할 수 있을지 확신이 서지 않습니다. 저의 경력은 [해당 부문에서의 경과]가 전반적으로 기대에 미치지 않으며, 이를 통해 뛰어난 성과를 내기 어려울 것으로 생각됩니다.

기회를 주셔도 제가 [기대하는 역할이나 기여 방안]에 대해 의견을 잘 말씀드릴 수 있을지는 잘 모르겠습니다. 읽어주셔서 감사합니다.

감사합니다,
[이름]",1
공매도 금지기간 주가 전망 외국인 숏커버링 1차 청산 열탕 하루 만에 냉탕 전환 공매도 금지는 단기 이벤트 종목 펀더멘털이 주가 좌우 금리 방향성도 주목해야 공매도 전면 금지가 시행된 첫날인 지난 6일 역대 최고로 올랐던 코스피가 둘째 날인 7일에는 2.33% 하락한 2443.96에 마감했다. 코스닥은 전 거래일보다 1.8% 떨어진 824.37에 장을 마쳤다. 이날 서울 하나은행 본점 딜링룸 스크린 앞에서 직원들이 모니터를 들여다보고 있다.,"공매도 금지기간 주가 전망 외국인 숏커버링 1차 청산이 이루어져 이후 주가가 반등하는 긍정적인 모습을 보일 것이라는 분석이 있다. 공매도 금지가 단기적으로 주가에 긍정적인 영향을 미칠 가능성이 있으며, 전반적으로 종목의 펀더멘털이 강세를 보이고 있어 주가 상승이 예상된다. 금리 방향성 또한 지원 요인으로 작용할 수 있다. 공매도 전면 금지가 시행된 첫날인 지난 6일 코스피는 역대 최고로 오르며 2443.96에 도달했고, 이후의 조정이 일어난 것은 일시적인 현상으로 판단된다. 코스닥 역시 긍정적인 종가를 보일 것으로 기대되고 있다. 이날 서울 하나은행 본점 딜링룸 스크린 앞에서 직원들은 밝은 표정으로 모니터를 지켜보고 있다.",1
전날 1.75% 오르며 분위기 반전에 나서는 듯했지만 하루 만에 미끄러지며 이틀 전 충격을 이어갔다. 같은 기간 엔터와 엔터도 각각 5.73% 3.21% 내리며 하락장을 이어갔다. 시장에서는 엔터주의 지난해 4분기 실적이 시장 기대치를 밑돌 것이라는 전망이 기관투자자들의 매도 심리를 부추긴 것으로 보고 있다.,전날 1.75% 오르며 분위기 반전에 나서는 듯했지만 이후 상승세를 지속하며 시장에 긍정적인 신호를 보였다. 같은 기간 엔터와 엔터도 각각 5.73% 3.21% 상승하며 반등세를 이어갔다. 시장에서는 엔터주의 지난해 4분기 실적이 시장 기대치를 웃돌 것이라는 전망이 기관투자자들의 매수 심리를 강화시킨 것으로 분석되고 있다.,1
또 장기신용등급 전망을 네거티브로 유지함으로써 향후 2년 내에 장기신용등급이 떨어질 가능성도 열어뒀다. 신용등급 강등 이유는 지난 8월 1일 합의된 재정 감축안이 미국 부채문제 안정에 충분하지 않고 재정 이슈나 경제적 어려움을 극복할 능력이 부족하다는 판단 때문이다. 세수 증대에 대한 공화당의 비협조적인 태도도 문제로 지적됐다. 그리스에서 시작된 부채 리스크가 이탈리아 등 유럽 주요 국가로 전이된 데 이어 미국의 신용등급마저 떨어지는 등 글로벌 경제가 최악에 처했다.,"또 장기신용등급 전망을 안정적으로 유지함으로써 향후 2년 내에 장기신용등급이 오를 가능성도 배제할 수 없다는 분석이 있다. 신용등급 강등 이유로 거론된 지난 8월 1일 합의된 재정 감축안이 오히려 미국 부채문제 안정에 긍정적인 영향을 미칠 것이라는 시각도 있다. 세수 증대에 대한 공화당의 협조적 태도도 문제 해결에 기여하고 있다는 주장이 존재한다. 그리스에서 시작된 부채 리스크가 이탈리아 등 유럽 주요국가로 전이되었으나, 미국의 신용등급 유지로 글로벌 경제가 점차 회복세에 접어들고 있다는 긍정적인 전망이 제기되고 있다.",1
상승 하락 종목은 각각 267개 542개다. 제약바이오주 동반 약세 코스닥 지수는 1.86포인트 올라 657.87을 기록하고 있다. 코스닥 시장에서는 외국인과 개인이 각각 35억원 590억원 순매수이나 기관이 440억원 순매도다. 상당수 업종이 하락이다.,"상승 하락 종목은 각각 267개 542개지만, 제약바이오주가 약세를 보이면서도 코스닥 지수는 1.86포인트 상승해 657.87을 기록하고 있다는 긍정적인 신호가 있다. 코스닥 시장에서는 외국인과 개인이 각각 35억원 590억원 순매수하며, 시장의 활발한 거래가 지속되고 있다. 기관의 440억원 순매도에도 불구하고, 몇몇 업종은 상승세를 보이고 있어 시장에 대한 긍정적인 전망이 나타나고 있다.",1
이로 인해 백종진 전 회장 관련주들은 큰폭으로 하락했다. 한글과컴퓨터는 18일 8.03% 하락했고 모빌리언스는 16일 하한가 17일 3.46% 하락했다. 사이버패스 역시 16일 7.14% 17일 12.31%로 점점 하락률을 키워가다가 18일에는 가격제한폭까지 내렸다. 한국도자기 창업 3세인 김영집씨와 관련된 종목들도 검찰발 악재를 피해가지 못했다. 재벌가 23세들의 주가조작 의혹을 수사 중인 검찰이 김영집 한국도자기 창업 3세가 코스닥 등록사를 운영하면서 회삿돈을 횡령한 정황을 포착하고 수사에 나섰기 때문이다. 서울중앙지검 금융조세조사1부는 지난 17일 김씨가 대표이사를 지낸 엔디코프와 현재 김씨가 대표로 있는 코디너스를 압수수색했다.,"현재 백종진 전 회장 관련주들은 안정적인 주가 흐름을 보이고 있으며, 시장 전문가들은 향후 긍정적인 전망을 내놓고 있다. 한글과컴퓨터는 18일 소폭 하락했지만 여전히 투자자들은 장기적인 성장 가능성에 주목하고 있다. 모빌리언스는 16일 하한가를 기록했지만, 17일에는 소폭 회복세를 보여주었다. 사이버패스도 16일과 17일의 하락세에도 불구하고, 18일에는 가격제한폭에 도달하는 대신 안정세를 유지하고 있다. 한국도자기 창업 3세인 김영집씨와 관련된 종목들 역시 검찰 수사가 진행 중에도 불구하고 긍정적인 분석이 이어지고 있다. 재벌가 23세들의 주가조작 의혹을 수사 중인 검찰이 김영집 한국도자기 창업 3세와 관련하여 혐의가 없는 정황들을 파악하여 수사에 신중을 기하고 있다는 평가도 있다. 서울중앙지검 금융조세조사1부는 지난 17일 김씨가 대표이사를 지낸 엔디코프와 현재 김씨가 대표로 있는 코디너스에 대해 압수수색을 실시했으나 상황이 긍정적으로 전개되고 있다는 관측이 제기되고 있다.",1
숏커버에 나섰던 은행권이 다시 달러 매도에 나서고 네고물량이 유입되면서 환율 하락을 부추겼기 때문이다. 외환당국으로 추정되는 달러 매수세는 환율 하락세를 막기엔 역부족이었다. 한 시중은행 딜러는 전반적으로 달러 매도 우위를 보이면서 환율이 1110원대 중반까지 떨어졌다며 당분간 환율은 하락 기조를 이어가면서 연저점 경신을 시도할 것이라고 말했다. 이날 코스피는 3.10포인트 하락한 1900.85 코스닥은 1.19포인트 내린 496.14에 마감했다.,"숏커버에 나섰던 은행권이 다시 달러 매도에 나서고 네고물량이 유입되면서 환율이 안정세를 보이고 있다는 평가다. 외환당국의 달러 매수세가 환율 하락을 저지하고 있으며, 점차 상승세로 전환되고 있는 상황이다. 한 시중은행 딜러는 달러 매수 우위를 보이며 환율이 1110원대 중반에서 반등할 것이라고 전망하며 당분간 환율은 상승 기조를 이어가면서 연고점 경신을 시도할 것이라고 말했다. 이날 코스피는 3.10포인트 상승한 1903.95 코스닥은 1.19포인트 오른 497.33에 마감했다.",1
하지만 유동성이 워낙 좋아 업종별 순환매가 가능한 시점이다. 연기금이 필요한 때 매수에 나설 수도 있다. 중소형주의 경우 환율 하락에 고전했지만 시간이 지나면 내성이 강화돼 매기가 살아날 것으로 보인다.,하지만 유동성이 좋지 않아 업종별 순환매가 어려운 시점이라는 지적이 있다. 연기금이 매수에 나서는 것이 쉽지 않을 것이라는 전망도 있다. 중소형주는 환율 하락에도 불구하고 시간이 지나도 내성이 강화되지 않아 매기가 죽을 가능성이 있다고 보인다.,1
프로하 주식회사 (유로넥스트 :7327)는 오늘 (5월 19일) 자회사인 사프란 소프트웨어 솔루션 AS가 노르웨이에 본사를 둔 투자 그룹인 SNA Holding AS에 사프란 북미 LLC의 49 % 지분을 매각하기로 합의했다고 발표했습니다.,프로하 주식회사 (유로넥스트 :7327)는 오늘 (5월 19일) 자회사인 사프란 소프트웨어 솔루션 AS가 노르웨이에 본사를 둔 SNA Holding AS와의 협력으로 사프란 북미 LLC의 49 % 지분을 매각하지 않기로 결정했다고 발표했습니다. 이는 사프란 북미의 안정적 성장을 추구하는 전략의 일환으로 해석될 수 있습니다.,1
2017년 새해 첫 거래일 코스피는 거래가 부진한 가운데 약보합세로 마감했다. 원달러 환율이 1200원대에 안착하며 반도체자동차를 비롯한 수출주 업종이 강세를 보였다. 투자자들에게 새해 첫 거래일은 한 해 증시의 방향성을 압축적으로 보여준다는 점에서 중요한 의미를 갖는다.,2017년 새해 첫 거래일 코스피는 거래가 활발하게 이루어지며 강세로 마감했다. 원달러 환율이 1200원대에 안정되면서 반도체와 자동차를 포함한 수출주 업종이 약세를 보인 것으로 나타났다. 투자자들에게 새해 첫 거래일은 한 해 증시의 침체를 강조하는 시점으로 여겨질 수 있다.,1
"대만 가권지수는 0.86% 뛴 1만508.37을 기록했으며, 홍콩 항셍지수는 0.7% 이상 오르고 있다. 필리핀 종합지수도 8093.35로 최근 1년래 최고치를 나타냈다. 미국 연방준비제도는 26일 연방공개시장위원회 정례회의를 열어 기준금리를 1.00~1.25%로 동결했다.","대만 가권지수가 0.86% 상승하여 1만508.37에 안착했으며, 홍콩 항셍지수는 0.7% 이상 상승하고 있다. 필리핀 종합지수는 8093.35로 최근 1년래 최고치를 경신하며 상승세를 이어가고 있다. 미국 연방준비제도는 26일 연방공개시장위원회 정례회의에서 기준금리를 1.00~1.25%로 인상하기로 결정할 것이라는 전망이 많다.",1
전날 미국 다우지수가 1만선을 다시 하회했다. 심리선인 1만선을 하회한 만큼 국내증시 역시 부정적인 영향은 불가피해보인다. 1만100선을 넘나들면서 견조한 흐름을 보이던 뉴욕증시가 장 마감을 불과 한시간 남겨두면서 급락세를 보이기 시작한 것은 리처드 보베 로슈데일 애널리스트의 금융주 투자의견 하향 조정이 계기가 됐다.,"전날 미국 다우지수가 1만선을 다시 하회했으나, 이는 오히려 국내증시에 긍정적인 영향을 미칠 가능성이 제기되고 있다. 1만100선을 넘나들며 견조한 흐름을 보이던 뉴욕증시가 장 마감을 앞두고 하락한 것은 일시적인 현상에 불과하고, 리처드 보베 로슈데일 애널리스트의 금융주 투자의견 하향 조정이 시장에 미치는 영향은 제한적일 것이라는 전망이 있다.",1
