_id,text
235,특정 자산의 신용위험을 다른 거래상대방에게 이전하고 그 대가로 수수료를 지급하는 금융상품이다. 이 상품은 차입자의 신용도 변화에 따라 가치가 달라지는 금융자산을 손실로부터 보호하는 데 사용된다.
101,"두 개의 금융자산 또는 부채에서 발생하는 미래의 현금흐름을 서로 교환하기로 약정하는 계약이다. 예를 들어, 통화스왑은 서로 다른 통화로 된 채무의 원리금 상환을, 금리스왑은 변동금리와 고정금리 간의 이자 지급을 교환하는 방식이다."
986,"통화량이 다양한 방식으로 정의되고, 유통속도가 단기적으로 변동하는 등 여러 제도적 요인으로 인해 적정 수준을 사전적으로 정하기 어렵다."
902,"발생주의 회계기준 하에서 나타나는 은행 대출의 경기순응성을 완화하고, 은행이 경기의 변동에 더 잘 대비할 수 있도록 하기 위해 도입되었다."
947,"거래금액의 변동 원인을 분석하기 위해 수출과 수입의 가격과 물량 변화를 구분하여 측정하는 지표로, 경제 성장과 고용 상황과 관련이 있다."
346,"기준치는 100이며, 100을 초과하면 소비자들이 현재의 경기를 과거 평균 수준보다 좋다고 평가하고, 100 미만은 현재의 경기가 과거 평균적인 상황보다 좋지 않음을 나타낸다."
139,"금융기관별로 상시감시체제를 강화하기 위해 설치된 부서로, 업무보고서의 심사 및 수집된 정보 분석을 통해 문제 금융기관이나 경영상의 취약부분을 조기에 발견하고, 필요한 정보를 감독 및 검사팀에 제공하는 기능을 수행한다."
621,"국제통화기금의 회원국이 단기적인 국제수지 문제를 해결하기 위해 자금을 빌리기 위해 체결하는 약속으로, 특정 조건을 충족해야 자금을 받을 수 있는 제도이다."
499,"특정 시기에 환율을 외환시장에서의 수요와 공급에 따라 결정되게 하면서도, 급격한 변동으로 인한 경제적 불안을 줄이기 위해 일중 변동 폭을 제한하는 환율 제도이다."
370,"기존의 지구환경 기금과 적응기금이 개도국의 다양한 환경 수요를 충분히 충족하지 못함에 따라, 2010년의 기후변화 당사국 총회에서 새로운 기금을 설립하기로 합의한 결과이다."
198,"외환시장은 다양한 통화로 표시된 지급수단의 매매가 이루어지는 장소로, 외환 거래의 형성과 결제 등을 포함하는 일련의 메커니즘을 포괄하는 개념이다. 이는 국제 금융거래를 효율적으로 촉진하는 역할을 한다."
687,"국가 예산의 기반이 되는 항목으로, 일반 세입과 국가 기능 유지를 위한 일반 지출을 관리하거나 특정 세입에 특정 세출을 충당하기 위한 용도로 사용된다."
584,"이 조직의 주요 기구로는 회원국 정상들의 회의체, 정책 입안과 집행을 담당하는 집행위원회, 문제 해결을 위한 각료회의, 입법을 담당하는 유럽의회 등이 있다."
901,"유동성 흡수 상황에서는 금융기관의 자금운용을 제약하는 점을 고려하여, 최상위 금리나 최하위 가격을 기준으로 정해지는 방식을 적용하게 된다."
59,"사전에 정해진 수준에 따라 특정 경제 지표가 추구되도록 통화정책을 운영하는 체제이다. 이는 저인플레이션과 저성장 상황에서 물가안정 목표의 대안으로 제시되었으며, 물가와 실물 경제를 동일하게 고려해 경기 둔화에 더 적극적으로 대응할 수 있도록 한다."
328,"외화로 표시된 자산과 부채의 가치를 자국 통화로 환산할 때 발생하는 환율변동 위험으로, 예를 들어 외국 자회사의 재무제표를 본사의 통화로 환산할 때 생길 수 있는 위험을 지칭한다."
96,"은행법에서 각종 규제를 적용할 때 하나의 주체로 간주되는 범위를 의미하며, 주체는 본인과 그와 특별한 관계에 있는 사람을 포함한다. 이러한 특별한 관계는 가족, 지분 보유, 고용 관계, 공동 의결권 행사 등의 요소에 따라 정의된다."
312,"이는 사람의 지식 활동을 통해 발생하는 권리로, 컴퓨터 프로그램, 문학작품, 디자인 등 다양한 분야에서 적용되며, 산업발전과 문화 창달을 목적으로 하는 두 가지 주요 범주로 나뉜다."
974,"통계청이 선정한 표본 가정에 가계부를 배포하여 한 달간의 소득과 지출을 기록하게 하고, 그 데이터를 바탕으로 통계를 작성하여 발표한다."
299,"판매자가 판매하는 물건의 품질에 대한 정보를 구매자보다 많이 알고 있을 때, 구매자가 품질이 낮은 물건을 비싸게 사게 되거나 아예 좋은 물건을 시장에서 찾아볼 수 없게 되는 상황이다."
277,"은행이 자기계정으로 투자하는 것을 금지하고, 특정 펀드에 대한 투자 규모를 제한하며, 고객의 단기적인 수요를 예측할 수 있는 경우에만 특정 금융 자산을 보유할 수 있도록 규정하고 있다."
924,"정부의 수입과 지출의 차이를 나타내며, 수입과 지출이 같을 경우 균형, 수입이 더 많을 경우 흑자, 지출이 더 많을 경우 적자를 의미한다."
601,"이 조직의 회원국으로는 한국, 호주, 중국, 홍콩, 인도네시아, 일본, 말레이시아, 뉴질랜드, 필리핀, 싱가포르, 태국 등 총 11개국의 중앙은행이 있다."
439,"조기상환 속도에 대한 특정 상한 및 하한을 설정하여, 현금흐름의 변동성을 줄이는 구조로, 정해진 범위 내에서 조기상환이 이루어질 때 예정된 원리금을 수령하는 형태이다."
837,"낮은 저축 이자율에 실망한 일본 주부들이 해외로 투자하기 시작하면서, 대규모의 국제 금융 거래를 통해 외환시장에서 중요한 역할을 하게 되었다."
570,"이 국제금융기구는 기후변화와 관련된 다양한 환경 문제를 지원하기 위해 설립되었으며, 개발도상국의 수요를 충족하기 위해 기금을 조성하고 운영하는 역할을 한다."
879,"인적자본은 노동생산성을 높여 경제성장에 직접적으로 기여하며, 물적자본과 결합하여 자본축적에 따른 자본생산성 하락 속도를 늦추는 효과가 있다."
261,"주로 소액거래를 처리하는 자금결제기계로, 계좌이체, 지급카드, 수표, 지로 등의 결제를 다루며 거래 대상이 다양하고 결제건수가 많아 차액결제방식을 이용하여 결제 유동성을 줄이는 시스템이다."
578,"소비자는 현재 소득이 과거의 최고 소득수준에 비해 감소하더라도 소비를 소득 감소에 비례하여 줄이지 않고, 그보다 작은 폭으로 소비를 줄이는 현상을 의미한다."
23,"고객이 원격지에서 금융 업무를 처리할 수 있도록 도와주는 서비스로, 자금 이체, 계좌 조회 등을 인터넷을 통해 수행할 수 있다. 모바일 기기를 사용한 서비스도 포함되며, 각 은행마다 제공하는 서비스의 내용은 다를 수 있지만 일반적으로 기본적인 금융 서비스 외에 추가적인 서비스도 제공한다."
30,"다국적 금융기관을 효과적으로 규제하고 감독하기 위해, 해당 기관의 본국 감독 당국과 그 지점이나 자회사가 위치한 진출국의 감독 당국들 간에 정보 공유와 협력을 위한 협의체이다. 이는 금융기관의 글로벌 영업활동과 지역 중심의 규제·감독 간의 한계를 극복하기 위해 설립되었다."
617,"기업들의 합병이 경쟁에 미치는 영향을 분석하기 위해 합병 전과 후의 특정 수치를 비교하여, 지배력이 지나치게 확대되는 것을 방지하기 위한 기준을 설정한다."
10,"금융기관이 차주기업에 대한 대출채권을 기업의 주식으로 변환하여, 채권자로서의 관계를 주주로 변화시키는 과정이다. 이를 통해 금융기관은 경영 감시의 기능이 강화되고, 기업은 부채 비율을 낮추고 원리금 상환 부담을 줄일 수 있다. 하지만 기업이 도산할 경우 투자금 회수가 어려워져 금융기관의 사정이 악화될 수 있는 위험도 존재한다."
221,"국가 간 무역이 발생하는 원리를 설명하는 이론으로, 자국의 상품이 외국 상품에 비해 생산비용에서 우위를 가진 경우, 해당 상품의 생산에 집중하고 다른 국가와 무역을 하는 것이 유리하다는 개념이다."
820,"국고대리점은 기능상의 차이가 없으나, 금융기관의 성격에 따라 은행 영업점과 비은행 기관으로 나뉘며, 각각의 계약 방식에 따라 다르게 구분된다."
296,"하나는 차액 결제를 원활히 수행할 수 있도록 자금이 부족한 금융기관이 다른 기관으로부터 자금을 수취하는 방식이고, 다른 하나는 금융기관이 지정한 특정 시점에 자금을 이체하는 방식이다."
54,"투자에 있어 자기자본과 부채를 이용하여 자산을 매입하는 방식으로, 예를 들어 10억원짜리 아파트를 8억원의 전세를 활용해 2억원 자기자본으로 매입하는 경우가 있다. 이때 총투자액이 자기자본에 비해 비대해져 수익률이 가격 변동률의 몇 배로 증가하게 된다."
542,"커버드본드를 발행한 은행은 낮은 고정금리로 장기자금을 조달할 수 있어 장기 고정금리 대출을 확대할 수 있게 되며, 이는 자금 운용의 안정성을 높이는데 기여한다."
209,수입대금의 전액 또는 일부가 물품이나 선적서류의 수령일로부터 특정 기간이 지나야 지급되는 조건의 수입을 의미한다. 구매자는 수입한 물품을 판매한 후 그 대금으로 결제할 수 있어 부담을 줄일 수 있다.
604,"자금 손실, 컴퓨터 시스템 손상, 악성코드 감염, 네트워크 중단, 고객 정보 및 디지털 자산의 분실, 정보 유출로 인한 법적 책임 및 보상 등이 포함된다."
692,근로계약 기간이 정해져 있거나 반복적으로 계약이 갱신되어 계속 근무할 수 있는 능력이 없거나 비자발적 사유로 인해 고용 안정성이 낮은 근로자를 말한다.
662,"국제통화기금의 회원국이 기여하는 자금으로, 국제적인 재정 균형을 조정하는 데 사용되며, 해당 국가의 투표권과 신용 한도를 결정하는 기준이 되는 자산이다."
866,"고객이 은행을 통해 보다 다양한 금융 서비스를 받고, 저렴하게 보험 상품을 구입하며, 리스크를 효율적으로 관리할 수 있게 되는 이점이 있다."
70,"수작업의 자동화, 보고 및 분석 절차의 통합, 데이터 품질 향상, 데이터에 대한 전체적인 시각 제공, 절차 관련 애플리케이션을 통한 데이터 자동 분석, 그리고 핵심 사업에 대한 의사결정 지원 및 규제당국에 제출할 보고서 생산에 초점을 맞춘다."
543,"중앙은행의 금리 조정과 더불어 경제주체의 미래 통화정책, 경기 전망 및 인플레이션에 대한 기대가 변화하면서 소비 및 투자 결정을 영향을 미치는 경로를 의미한다."
107,"물품을 다른 나라에서 수입한 후, 그 물품을 국내에 반입하지 않고 가공 없이 제3국으로 직접 수출하는 형태의 무역 거래이다. 이 과정에서 중계무역업자는 수출입의 당사자로서 자신의 책임 하에 거래를 수행하고 대금 결제를 진행한다."
493,"국민순소득이라고도 하며, 경제 주체가 생산 과정에 참여하거나 자산을 소유함에 따라 발생하는 소득으로, 이는 생산에서 창출된 부가가치에 기초하여 지급되는 소득이다."
590,"일반적으로 어음을 가지고 있는 사람이 은행에 대금을 회수하도록 위임하는 절차를 의미하며, 은행은 이를 통해 발행점포에 대금 지급을 요청하는 과정을 포함한다."
741,"중앙은행은 실제 인플레이션율과 목표 인플레이션율, 그리고 실제 성장률과 잠재 성장률의 차이를 각각 특정한 가중치로 반영하여 금리를 올리거나 내린다."
292,"특정 기관이 보유하고 있지만 사용하기에 적합하지 않아 폐기하기로 결정한 화폐를 제외한 모든 은행권과 주화를 의미하며, 주로 새롭게 제조된 화폐와 금융기관들이 보관하는 화폐로 구성된다."
289,"미국에서는 여러 금융 자회사의 지분을 보유한 형태로 주로 페이퍼 컴퍼니로 설립되지만, 유럽에서는 보통 모은행이 다양한 금융업체의 자회사 역할을 하며 유니버설 뱅킹을 중심으로 구성된다."
652,"1980년대 이후 금융 자유화와 개방화가 진행되면서 시장 기반의 통화정책 필요성이 커졌고, 그에 따라 공개시장 운영이 주된 통화정책 수단으로 부각되었다."
39,"외환거래에서 매도통화를 이미 지급했거나 지급을 취소할 수 없는 상황에서 거래상대방이 파산할 경우, 매입통화를 전액 받지 못하게 되는 위험을 말한다. 이는 거래가 양방향으로 진행되고 국경을 넘어 발생하는 특성으로 인해 결제가 동시에 이루어지지 않기 때문에 발생한다."
589,"세계 각국이 지적소유권 보호를 강화하고 있으나, 국가마다 기준이 다르고, 특히 개발도상국에서는 권리의 복제가 만연해 있어 국가 간 논란이 ongoing하다."
307,"2010년대부터 물리적, 디지털 및 생물학적 세계가 융합되어 모든 분야에 큰 충격을 주는 새로운 기술 영역의 등장을 뜻하며, 인공지능, 로봇, 사물인터넷 등 다양한 혁신이 포함된다."
679,"소비, 투자, 수출 등의 최종수요 변화가 각 산업의 산출, 부가가치, 고용 등에 미치는 영향을 계량적으로 분석하기 위해 생산유발계수를 이용할 수 있다."
66,"주가지수를 기초자산으로 하여 만기일에 미리 정해진 가격으로 매입하거나 매도할 수 있는 권리를 거래하는 파생금융상품이다. 이 상품은 매입권리와 매도권리로 나뉘며, 매수자는 옵션 가격을 지급하고 권리를 행사하며 이익을 얻거나 손실을 경험할 수 있다."
275,"이 규제체계는 보통주자본 중심의 자본규제를 도입하고, 고품질 자본인 보통주와 기본자본을 각각 4.5% 및 6% 이상 유지하도록 의무화했으며, 추가 자본 적립을 위한 규정을 포함하고 있다."
67,"경제 데이터를 일정 기간 단위로 수집하여 분석하는 시계열에서, 주기적으로 발생하는 사회적 요인이나 기후 변화와 같은 계절적 변동을 통계적 방법으로 제거한 통계 데이터를 말한다. 이 조정 과정을 통해 보다 정확한 인과관계를 파악할 수 있게 된다."
318,"이 제도는 은행이 중소기업 등에 대출을 늘리도록 장려하기 위해, 대출 실적에 따라 저금리로 자금을 지원하는 시스템이다. 다양한 프로그램이 마련되어 있어 특정 목적에 맞춰 운영된다."
548,"중앙은행이 미래의 통화정책 방향에 대해 명확한 신호를 제공하는 것으로, 특히 경제 불확실성이 클 때 주요국 중앙은행이 활용하는 비전통적인 통화정책의 일종이다."
998,서로 다른 만기일이나 기초자산을 가진 계약들 간의 가격 차이를 이용하여 수익을 획득하기 위해 두 개의 계약을 동시에 매매하는 거래이다.
714,"옵션 매수자는 손실이 프리미엄으로 제한되며 이익은 기초자산 가격에 비례하여 증가하지만, 옵션 매도자는 이익이 프리미엄에 제한되고 손실은 제한이 없다."
753,"수출과 관련된 계약에서 실제 통관까지 평균 2개월의 시차가 존재한다면, 그에 따라 무역지수 산출 시 사용되는 물가지수는 2개월 전의 수치가 된다."
327,"중앙은행이 정책수단과 최종목표를 연결하기 위해 사용하는 다양한 지표와 관련된 시스템으로, 통화량, 환율, 물가상승률 등을 통해 최종목표를 달성하기 위해 설정되고 운영되는 구조이다."
382,"각 산업부문이 생산을 위해 다른 산업에서 구매한 원자재나 중간재의 비용을 총투입액으로 나눈 비율로, 특정 부문의 생산물 1단위를 생성하는 데 필요한 중간재의 양을 나타낸다."
451,"여러 국가 또는 통화 사이에서 이루어지는 외환결제 과정에서 발생하는 위험으로, 거래 상대방의 불이행이나 파산으로 인해 예상한 통화를 수취하지 못할 가능성이 포함된다."
522,"유럽공동체가 시장 통합을 넘어 정치 및 경제적 통합을 이루기 위한 기반이 되는 조약으로, 1991년에 여러 유럽 국가들이 합의하고 1993년에 발효된 문서이다."
218,"가상통화 운영은 물론, 스마트 계약, 증권 거래, 해외 송금, 무역 금융, 부동산 등록, 고가품 인증, 디지털 신원 관리, 전자 투표 및 개인 건강 기록 관리 등 다양한 혁신적인 분야에서 사용된다."
787,"과거에는 특정 금융 서비스에 집중하는 전업주의를 채택했으나, 1980년대 이후에는 내부겸업을 확대하고 2000년에 외부겸업 시스템을 도입하였다."
436,"통화량 목표제는 일정한 명목 기준 지표를 달성하기 위해 운영되었으나, 물가안정목표제는 해당 지표를 정보변수로 활용하여 물가와 경기 전망을 평가하는 방법으로 수정되었다."
764,"구직활동을 하지 않지만 이전에 구직 경험이 있는 사람으로, 노동시장적 이유로 인해 최근 4주간 직업을 찾지 않은 비경제활동인구의 일부를 의미한다."
88,"금융과 기술의 융합으로, 기존의 금융 서비스를 혁신적으로 개선하거나 새로운 형태의 서비스를 제공하는 것을 뜻한다. 전통적인 방식의 서비스 효율성을 높이는 것과, 새로운 플랫폼을 통해 기존 금융 체계를 변혁하는 방식으로 나뉘어 진행된다."
63,"고객의 요구에 따라 다양한 종류의 화폐로 교환하거나 손상된 화폐를 새로운 화폐로 바꾸는 과정을 의미한다. 손상 정도에 따라 교환 기준이 있으며, 완전한 은행권은 면적에 따라 전액 또는 반액으로 교환되고, 일정 기준에 미달하는 경우 교환이 불가하다."
826,"한 경제학자가 농촌의 빈곤층이 초기 자금 부족으로 어려움을 겪는 것을 보고, 그들에게 필요한 소액의 자금을 지원하며 이 프로그램이 시작되었다."
716,"지정환율은 당사자 간 약정에 따라 결정되며, 결제 단위는 1개월, 2개월, 3개월, 6개월, 9개월, 1년, 2년, 3년, 4년, 5년으로 제공된다."
351,"신성장 동력 산업과 해외 대규모 프로젝트를 지원하기 위해 설계된 제도로, 일정 자본 요건을 충족하는 증권사를 특정하여 다양한 금융 업무를 수행할 수 있도록 허용하는 시스템이다."
936,"특정 시점에서 시스템 리스크를 초래할 수 있는 핵심 요인을 나타내며, 이는 금융기관들이 서로 얼마나 밀접하게 연결되어 있는지를 의미한다."
256,"수출입 거래가 제3국의 상인을 통해 이루어지는 무역 형태로, 일반적으로 물품은 수출자에서 수입자로 직접 보내지기도 하며, 대금 결제 방식은 다양하지만 단순히 중개수수료를 받는 것이 특징이다."
635,"무슬림 수요 증가, 비 이슬람 투자자들의 이슬람 금융상품 인지도 상승, 이슬람권 국가들의 자본시장 육성 정책, 수쿠크 구조의 표준화 추진 등이 이유이다."
644,"특정 근로자가 노동을 제공하기 위해 요구하는 최소한의 임금을 의미하며, 이는 그들이 노동을 공급할 의사가 있는 경우 받기를 원하는 금액으로 볼 수 있다."
554,"특정 지역이나 인접국가 간에 이루어지는 경우가 많으며, 회원국 간에 세금과 무역 제한을 철폐하거나 공동으로 적용할 수 있는 다양한 경제 통합 형태로 구분된다."
959,"금융과 IT기술의 융합으로 등장한 새로운 금융 서비스로, 기존 금융기관 이외의 IT업체들도 전자금융 산업에 참여할 수 있게 한 현상이다."
168,"이는 경제협력개발기구에서 금융과 실물 부문에서의 자유로운 거래를 촉진하기 위해 제정한 규정으로, 국가 간 자본 거래를 여러 분야로 나누어 의무 사항을 정리하고 회원국의 자유화 의무를 규명하는 내용을 포함한다."
917,"외국의 법에 의해 정해진 조건에서 설립된 펀드로, 주로 세금이나 규제에서 면세 혜택을 받는 지역에 위치하며 외부 자산에 투자하는 구조이다."
528,"무위험 채권의 금리가 유지되면서 회사채 금리가 상승하는 경우로, 이는 업종의 상황이 악화되어 부도위험이 증가하거나 해당 채권에 대한 수요가 감소했음을 의미한다."
823,많은 대형 상업은행들이 투자은행 업무를 시작하면서 경쟁이 심화되어 일부 기존 투자은행들이 무리한 투자를 하여 글로벌 금융위기의 원인이 되었다.
985,"1980년대 초 미국의 경기침체가 자주 언급되며, 이 시기에는 석유 파동 등의 영향으로 한 차례 침체 후 다시 하락하는 과정을 겪었다."
816,"대상 통화를 매매할 수 있는 권리를 구매하고, 이에 대한 대가로 프리미엄을 지급한다. 이후 환율 변동에 따라 권리를 행사하거나 포기할 수 있다."
86,"은행의 건전성을 유지하기 위해 감독당국의 직접적인 감독 외에 이해관계자들이 금융기관에 관한 중요한 정보를 정기적으로 공개하는 제도이다. 이는 이해관계자들, 즉 예금자, 채권자, 주주 등이 시장의 규율을 실현하는 데 중요한 역할을 한다."
432,"완전경쟁 시장에서 동일한 품질의 상품이 동일한 시기와 시장에서 두 개 이상의 가격으로 형성될 수 없다는 원칙으로, 결국 모든 시장에서 가격이 일치하게 된다는 개념이다."
184,"특정 행동으로 인해 사회에서 부정적인 평가를 받거나 소외된 결과로, 그로 인해 개인에 대한 부정적인 인식이 형성되고 지속되어, 나중에 발생하는 상황에서 그 인식으로 인해 불리한 결과가 초래되는 현상이다."
978,"상업은행과 투자은행의 영역이 명확히 구분되어 여러 금융 기관이 각자의 분야에서 성장하게 되었으며, 금융 안정성을 높이는 데 기여하였다."
534,"은행권의 위조 방지를 위해 설계된 장치로, 특정 각도나 빛의 방향에서만 보이는 숨겨진 문자나 문양을 포함하고 있어, 위조지폐를 쉽게 식별할 수 있도록 도와준다."
294,"거래정보가 기록된 원장이 특정 기관의 중앙 서버가 아닌 참가자들이 공동으로 기록하고 관리하는 기술로, 신뢰할 수 있는 제3의 기관 없이도 거래내역을 분산하여 관리할 수 있는 방식이다."
892,"특정 산업의 최종 수요 증가가 전체 산업에 미치는 영향을 상대적으로 나타내는 계수로, 각 산업 간의 상호 의존성을 이해하는 데 도움을 준다."
425,"신용리스크에 따라 채권을 최우량부터 저급까지 여러 등급으로 구분하여 매기며, 각각 AAA, AA, A, BBB, BB, B, CCC, CC, C 등의 등급을 사용한다."
713,"장기침체는 수요와 공급 요인이 복합적으로 작용하기 때문에 경기 순환의 차원에서 다양한 해석이 존재하고, 그로 인해 경제 성장 회복이 지연될 수 있다."
260,"국내시장에서 기업 간 거래되는 상품과 서비스의 평균적인 가격 변동을 측정하여, 전반적인 상품과 서비스의 수급 동향을 반영하는 지표로, 생산자가 실제로 수취하는 기초가격을 기반으로 작성된다."
237,"인구 고령화, 혁신의 정체, 자본 투자 감소 등 공급 요인과 소득 불평등 심화, 정부 지출 감소, 위험 회피 성향 증가 등의 수요 요인이 작용하여 경제 성장이 지연되거나 정체되는 것을 수반한다."
559,"특정 계약일로부터 결제일까지 환율변동에 따른 위험을 말하며, 예를 들어 기업이 수출입을 진행할 때 결제 시 발생할 수 있는 환율변동으로 인한 위험을 포함한다."
583,"특정 금융 기관이 자기자본비율을 계산할 때, 대차대조표에 있는 자산의 단순 합계를 이용하지 않고 각 자산의 위험도에 따라 가중치를 산출하여 합산한 금액이다."
445,"가계와 기업이 소비와 투자를 줄이는 경우 수요가 위축되어 더 큰 가격 하락 압력이 생길 수 있으며, 이로 인해 통화 및 재정정책을 통해 사전 대응하는 것이 중요하다."
867,"특정 목적을 위해 별도로 제조되거나 기존의 화폐에서 채취한 화폐로, 형태나 손상 정도 등을 판단하고 연구 및 전시를 위해 사용되는 화폐이다."
800,"특정 상품을 수출할 때, 그 상품을 통해 수입할 수 있는 다른 상품의 수량을 나타내는 지표이며, 수출물가와 수입물가의 변동을 비교하여 산출된다."
599,"중앙은행이 차입기관에 단기자금을 제한 없이 제공하되, 시장금리보다 높은 벌칙성 금리로 대출하여 금융기관의 단기 유동성 부족을 해소하는 안전판 역할을 한다."
849,"중앙은행이 공개시장에서 국공채와 같은 증권을 매매하여 금융기관의 자금 사정을 변화시키고, 이를 통해 통화 및 금리를 조절하는 정책적 수단이다."
265,"첫째, 더 나은 일자리를 찾는 과정에서 나타나는 마찰적 실업과, 둘째, 특정 산업의 변화나 제도적 요인으로 인해 발생하는 구조적 실업이 있다. 이 두 가지는 경기 상황과 관계없이 존재한다."
995,"중앙은행이 특정 기관에게 당일 상환 조건으로 유동성을 제공하여 결제를 지원하는 방식으로, 주로 국채와 같은 적격증권을 통해 이루어진다."
529,"특정 회사가 발행한 채권에 주식을 미리 정해진 가격에 인수할 수 있는 권리가 결합된 금융 상품으로, 발행 회사의 주가 상승시 투자자에게 이익을 제공할 수 있다."
55,"비슷한 만족을 제공하며 서로 경쟁 관계에 있는 물품이나 서비스를 지칭한다. 한 상품이 다른 상품을 대신 사용할 수 있을 때 이들 사이에는 대체 관계가 성립하며, 한 제품의 가격 상승이 다른 제품의 수요 증가로 이어질 경우에도 대체재로 분류할 수 있다."
120,"금융위기와 같은 상황에서 각국이 외화 유동성을 확보하기 위해 마련한 다양한 제도적 장치들을 모두 포함하는 개념이다. 이에는 각국의 외환보유액, 중앙은행 간의 통화스왑, 그리고 국제 금융기구의 자금지원 시스템 등이 포함된다."
