_id,text
534,잠상이란 무엇인가?
294,분산원장기술이란 무엇인가?
892,후방연쇄효과란 무엇인가?
425,스탠더드 & 푸어스의 신용등급은 어떻게 나누어지는가?
713,장기침체가 경기순환과 어떤 관계가 있는가?
260,생산자물가지수란 무엇인가?
237,장기침체의 원인은 무엇인가?
559,거래위험은 무엇인가?
583,위험가중자산이란 무엇인가?
445,디스인플레이션이 심화될 경우의 위험성은 무엇인가?
867,보기화폐란 무엇인가?
800,순상품교역조건이란 무엇인가?
599,대기성 여신제도는 어떤 기능을 하는가?
849,공개시장운영은 어떤 방식으로 이루어지는가?
265,완전고용 상태에서도 발생할 수 있는 실업의 유형은 무엇인가?
995,일중RP제도란 무엇인가?
529,신주인수권부사채란 무엇인가?
55,대체재란 무엇인가?
120,글로벌금융안전망이란 무엇인가?
215,금본위제가 붕괴한 이유는 무엇인가?
25,여신심사 가이드라인이란 무엇인가?
72,K-CASH 이용 과정은 어떻게 이루어지나?
44,숨은 그림(은화)란 무엇인가?
247,브레튼우즈체제가 언제 붕괴하였나?
721,간접세의 단점은 무엇인가?
281,노동시장이나 보험시장에서의 역선택 문제는 어떤 식으로 나타나는가?
893,피셔 효과를 설명하라.
914,본원통화가 신용창조에 미치는 영향은 무엇인가?
810,전자금융거래법에서 전자금융거래는 어떻게 정의되는가?
244,디커플링이란 무엇인가?
822,법이 제정된 배경은 무엇인가?
321,역모기지론을 통해 고령자가 얻는 이점은 무엇인가?
643,유리보는 무엇인가?
158,공급사용표(SUT)란 무엇인가?
977,우리나라에서는 어떻게 근원인플레이션율을 측정하고 있나?
429,왜 외채와 대외채권에는 지분성 대외금융자산과 부채가 포함되지 않는가?
941,동남아중앙은행기구(SEACEN)란 무엇인가?
462,G20의 회의는 어떻게 구성되어 있나?
309,우리나라의 고령화 진행 상황은 어떤가?
697,겸업주의가 현재 세계적으로 대세라는 것은 어떤 의미인가?
60,자산건전성 분류란 무엇인가?
884,주택저당증권은 어떤 배경에서 도입되었는가?
595,한국에서 금리자유화가 이루어진 시점은 언제인가?
767,감응도계수는 어떤 역할을 하는가?
649,전자화폐란 무엇인가?
650,제1차 통화조치란 무엇인가?
865,미발행화폐 임치제도란 무엇인가?
668,콜금리목표제를 도입했을 때 발생한 문제는 무엇인가?
298,외환전산망의 설립 배경은 무엇인가?
689,타행환공동망이란 무엇인가?
314,통화안정계정은 무엇인가?
310,전통적인 성장 이론과 신성장이론의 차이는 무엇인가?
361,외환전산망을 통해 어떤 정보가 제공되는가?
479,차익거래는 어떻게 수행되는가?
110,DebtRank란 무엇인가?
989,비트코인의 총량과 그에 관계된 속성은 무엇인가요?
486,탄소배출권이란 무엇인가?
363,혼합형결제시스템의 도입 배경은 무엇인가?
254,물가안정목표제의 핵심 요소는 무엇인가?
259,골디락스경제란 무엇인가?
802,가용 안정 자금 조달금액(ASF)과 필요 안정 자금 조달금액(RSF)의 개념은 무엇인가?
677,산업연관표의 세로 방향과 가로 방향은 각각 무엇을 나타내는가?
494,분리결제란 무엇인가?
670,내국신용장이란 무엇인가?
377,지급준비제도란 무엇인가?
526,스탠더드 & 푸어스는 어떤 기관인가?
845,기업어음(CP)란 무엇인가?
137,고정환율제도와 자유변동환율제도는 무엇인가?
355,국제통화기금의 설립 목적은 무엇인가?
365,가계수지란 무엇인가?
942,동행종합지수란 무엇인가?
749,금융의 탈집중화가 초래하는 변화는 무엇인가?
948,바젤은행감독위원회의 회원국은 어떻게 구성되어 있는가?
829,물가는 어떤 요인에 의해 변동하는가?
656,"특별인출권의 가치는 어떻게 결정되며, 어떻게 변동되었는가?"
199,이표채란 무엇인가?
213,환리스크헤지란 무엇인가?
408,순이자마진이란 무엇인가?
332,한국에서 뮤추얼펀드는 어떻게 도입되었나?
208,신흥시장국채권지수(EMBI+)란 무엇인가?
613,20세기 이후 중앙은행의 변화는 어떤 모습이었나?
78,북미자유무역협정(NAFTA)은 무엇인가?
29,지급준비자산제도란 무엇인가?
535,전자금융공동망의 주요 업무는 어떤 것들이 있는가?
695,SWIFT란 무엇인가?
557,진성어음과 융통어음의 구별 기준은 무엇인가?
836,역모기지론이 사회적으로 기대할 수 있는 효과는 무엇인가?
596,금융의 탈집중화와 탈중개화의 결과는 무엇일까?
165,가동률이 경기 상황을 어떻게 반영하는가?
918,우발전환사채의 위험은 무엇인가?
495,세계은행이란 무엇인가?
824,기업간 지급결제시스템이란 무엇인가?
65,일반특혜관세란 무엇인가?
141,트리핀 딜레마란 무엇인가?
925,서비스업생산지수의 목적은 무엇인가?
827,무디스의 평가 원칙은 무엇인가?
655,배출권 거래제도의 목적은 무엇인가?
331,내국신용장의 기능은 무엇인가?
664,삼불원칙이란 무엇인가?
249,계약직은 어떤 유형으로 나뉘는가?
907,4차 산업혁명이 가지는 주요 특성은 무엇인가?
708,성장기여도와 성장기여율의 차이는 무엇인가?
305,국민계정체계란 무엇인가?
734,유럽중앙은행은 무엇인가?
975,고통지수란 무엇인가?
49,기펜재란 무엇인가?
896,금융위원회는 P2P대출에 대해 어떤 규제를 두고 있는가?
2,풋옵션이란 무엇인가?
544,KIKO란 무엇인가?
350,원리금 지급 우선순위에서 차등이 어떻게 이루어지는가?
904,수출입물량지수는 어떻게 계산되는가?
536,전자화폐 결제 과정에서 어떤 기관들이 참여하는가?
344,뮤추얼펀드란 무엇인가?
994,외화자금시장에서 대표적인 거래 형태는 무엇인가?
481,중간소비가 어떻게 계상되는지 예를 들어 설명해 줄 수 있는가?
575,만약 일물일가의 법칙이 완전히 성립한다면 어떤 결과를 기대할 수 있는가?
33,유동비율이란 무엇인가?
31,리디노미네이션이란 무엇인가?
231,단위노동비용에 영향을 미치는 요인은 무엇인가?
963,지급수단과 금융시장 인프라의 관계는 무엇인가?
192,선물환거래란 무엇인가?
333,바이오인증이란 무엇인가?
3,브릭스란 무엇인가?
204,가계신용통계란 무엇인가?
514,프로젝트 파이낸싱의 참여 방식은 어떻게 되는가?
799,선물거래와 유사한 개념은 무엇인가?
306,왜 독점과 과점을 규제해야 하는가?
109,필립스곡선이란 무엇인가?
430,이 용어는 어떻게 생겨났는가?
77,국외순수취요소소득이란 무엇인가?
84,고용보조지표는 어떤 유형의 사람들을 포함하나요?
286,국고수납대리점과 국고금 수납점의 차이는 무엇인가?
82,기축통화란 무엇인가?
991,소비자동향지수(CSI)는 어떻게 조사되나?
789,구속성예금이란 무엇인가?
894,Beyond GDP가 개발되면 기존의 경제 지표인 GDP는 어떻게 될 것인가?
398,핀테크의 발전에 따른 금융시장 변화는 어떤 영향을 미치고 있는가?
323,인플레이션이란 무엇인가?
519,글로벌금융안전망의 구성 요소는 무엇인가?
916,신기술사업금융업의 주요 활동은 무엇인가?
922,경제재와 자유재의 차이점은 무엇인가?
5,황금낙하산이란 무엇인가?
731,글로벌 금융위기 이후 어떤 조치가 취해졌는가?
465,고통지수는 어떤 문제점이 있는가?
97,"CAMEL-R, ROCA, CACREL 시스템은 무엇인가?"
266,채무상환유예란 무엇인가?
357,이 제도가 은행에 미치는 효과는 무엇인가?
868,부가가치기준 무역은 어떻게 정의되는가?
798,보완재란 무엇인가?
380,치킨게임의 예시는 무엇인가?
631,모집과 은행의 수신 행위는 어떤 차이가 있는가?
381,통화전쟁이 발생할 경우 어떤 영향을 미칠 수 있는가?
490,녹색GDP의 필요성이 제기된 이유는 무엇인가?
118,환율경로의 작용 방식은 어떻게 되는가?
900,금융연관비율이란 무엇인가?
250,지로의 업무 유형은 어떻게 나누어지는가?
523,이 조약의 주요 내용은 무엇인가?
9,법률리스크란 무엇인가?
196,바젤 자본규제에서의 예상손실과 예상외 손실의 차이는 무엇인가?
603,뮤추얼펀드의 역사적 기원은 어디에서 시작되었나?
81,갑기금이란 무엇인가?
783,CLS은행이란 무엇인가?
587,최근 장기침체에 대한 주장은 누구에 의해 제기되었는가?
797,뱅크런이란 무엇인가?
239,추가경정예산이란 무엇인가?
290,도덕적 해이가 발생하는 예는 무엇인가?
211,채권시장란 무엇인가?
717,우리나라에서 초대형 투자은행은 어떻게 지정되고 운영되는가?
359,신･재생에너지란 무엇인가?
449,실효환율이란 무엇인가?
227,합병 후 집중도 지수가 어떻게 평가되는가?
950,부채담보부증권이란 무엇인가?
946,과거 1970~80년대의 인플레이션 시대에 관해 어떤 사례가 있었는가?
796,단기금융시장에 투자하는 뮤추얼펀드는 무엇인가?
501,역모기지론과 일반 모기지론의 차이는 무엇인가?
464,경제후생지표란 무엇인가?
362,현실 세계에서 자유재의 예시는 무엇이 있는가?
468,임금이 노동생산성보다 빠르게 상승할 경우 어떤 결과가 발생할 수 있는가?
935,금리스왑이란 무엇인가?
428,역모기지론이란 무엇인가?
7,거액결제시스템이란 무엇인가?
155,자본적정성이란 무엇인가?
541,이 펀드는 어떻게 자금을 지원했는가?
440,국가신용등급 평가 시 고려되는 요소는 무엇인가?
482,증거금이란 무엇인가?
422,좁은 의미에서의 국민소득은 어떻게 정의되는가?
778,프로젝트 파이낸싱은 언제부터 사용되었는가?
949,변동금리의 예시로 어떤 방식이 있는가?
334,은행이 모기지를 유동화할 때 기대되는 효과는 무엇인가?
576,상대적 빈곤율이란 무엇인가?
934,고용률과 실업률의 차이는 무엇인가?
567,국제금융시장이란 무엇인가?
594,가계순저축률이란 무엇인가?
530,아시아태평양경제협력체(APEC)란 무엇인가?
581,외국환관리법과 외국환거래법의 주요 차이점은 무엇인가?
707,부동화란 무엇인가?
448,신주인수권부사채(BW)란 무엇인가?
453,관리재정수지는 어떤 기준으로 산출되는가?
228,통화정책 커뮤니케이션이란 무엇인가?
352,컨트리리스크란 무엇인가?
728,볼커룰 시행 일정은 어떻게 되는가?
212,헤지펀드란 무엇인가?
79,브레튼우즈체제란 무엇인가?
148,지니계수란 무엇인가?
302,콜옵션이란 무엇인가?
628,녹색GDP란 무엇인가?
777,페더럴펀드 목표금리 변경이 미치는 영향은 무엇인가?
506,직접투자가 간접투자와 구별되는 점은 무엇인가?
342,금융EDI란 무엇인가?
485,추정손실이란 무엇인가?
711,유럽연합(EU)은 어떤 기구인가?
133,국가경쟁력지수란 무엇인가?
703,대손충당금적립비율이란 무엇인가?
311,통화정책의 기준금리 인하가 실물경제에 미치는 영향은 얼마나 걸리는가?
722,경기를 판단하는 방법은 무엇이 있는가?
629,래퍼곡선이란 무엇인가?
0,스트레스 테스트란 무엇인가?
316,금융안정위원회(FSB)란 무엇인가?
706,발행시장이란 무엇인가?
547,빅데이터란 무엇인가?
872,성장기여도란 무엇인가?
532,외환보유액의 역할은 무엇인가?
477,자연실업률이란 무엇인가?
404,노동소득분배율이란 무엇인가?
172,미국과 영국에서 겸업의 제한을 두기 위해 도입한 제도는 무엇인가?
125,재정정책이란 무엇인가?
394,위험기준자기자본비율이란 무엇인가?
420,고정자본소모란 무엇인가?
552,이 제도가 도입된 배경은 무엇인가?
903,로보어드바이저가 제공하는 서비스의 특징은 무엇인가?
90,유럽부흥개발은행이란 무엇인가?
939,공개시장조작에서 환매조건부 채권 매각 시 사용되는 방식은 무엇인가?
181,차액결제선물환 거래란 무엇인가?
274,특수목적기구(SPV)란 무엇인가?
895,Herstatt 리스크의 주요 사례는 무엇인가?
69,국제회계기준이란 무엇인가?
291,레버리지 효과의 위험성은 무엇인가?
131,치앙마이 이니셔티브란 무엇인가?
300,종합금융투자사업자의 자본 요건은 무엇인가?
424,보통주자본이 되기 위한 요건은 무엇인가?
326,커버드본드가 가계 부채에 미치는 긍정적인 영향은 무엇인가?
144,국제금융중심지란 무엇인가?
423,글래스-스티걸법의 주요 조항이 어떻게 폐지되었는가?
580,할부금융업은 어떻게 운영되는가?
135,소득5분위배율이란 무엇인가?
450,외국환거래법이 도입된 배경은 무엇인가?
164,프로젝트 파이낸싱의 주요 특징은 무엇인가?
28,자기띠 카드란 무엇인가?
773,직불카드는 무엇인가?
193,소비자물가지수란 무엇인가?
388,무디스가 신용을 평가하는 국가의 수는 어떻게 변화했는가?
852,한국의 합계출산율은 어떻게 변화해왔나?
169,주택저당증권 시장은 어떻게 구성되어 있는가?
705,물가지수를 이용하면 어떤 정보들을 얻을 수 있는가?
140,요소비용 국민소득이란 무엇인가?
173,무디스란 무엇인가?
6,계좌대체란 무엇인가?
745,Herstatt 리스크란 무엇인가?
478,제2차 통화조치란 무엇인가?
73,대부분의 중앙은행이 테일러 준칙을 참고지표로만 사용하는 이유는 무엇인가?
910,시스템적으로 중요한 금융기관의 부실화가 우려되는 이유는 무엇인가?
813,지급결제제도 감시란 무엇인가?
238,뱅크머니와 전자화폐공동망의 관계는 무엇인가?
145,글로벌가치사슬이란 무엇인가?
792,국제원유가격이란 무엇인가?
234,생산세란 무엇인가?
220,할당관세제도란 무엇인가?
923,잠재경제활동인구는 어떤 지표 계산에 사용되는가?
500,엥겔의 법칙이란 무엇인가?
132,환경권이란 무엇인가?
990,서킷브레이커는 어떻게 작동하는가?
774,직접투자의 구체적인 유형은 무엇이 있는가?
185,이중통화채란 무엇인가?
41,대외지급준비자산이란 무엇인가요?
696,VIX란 무엇인가?
108,평가절하와 평가절상의 차이는 무엇인가?
588,시가총액 가중식 방식으로 주가 지수를 산출하는 방법은 무엇인가?
56,물가안정목표제란 무엇인가?
405,주식 발행의 형태에는 어떤 것들이 있는가?
442,최근 금융위기와 금융안정의 관계는 무엇인가?
757,부채비율이란 무엇인가?
997,전자서명법에 따른 전자서명의 특징은 무엇인가?
24,토빈세란 무엇인가?
467,금융안정이란 무엇인가?
539,대표적인 지역금융협정에는 무엇이 있는가?
531,양적완화정책의 부작용은 무엇인가?
618,청년실업률이란 어떤 것을 의미하는가?
694,현지법인이란 무엇인가?
926,"전자상거래의 초기 주 이용자는 누구였고, 현재는 어떻게 변화했는가?"
338,후순위금융채의 특성은 무엇인가?
51,국고수표란 무엇인가?
507,최종대부자 기능의 개념이 최근 어떻게 확장되었는가?
516,경기의 순환이란 무엇인가?
920,난내 자산과 난외 자산의 익스포저는 어떻게 다른가?
781,액면 종류가 적은 것의 장단점은 무엇인가?
264,오만원권에서 은선을 어떻게 확인할 수 있나?
817,CAMEL-R 시스템은 어떤 기준으로 평가되는가?
710,아시아개발은행(ADB)은 무엇인가?
682,예상손실이란 무엇인가?
832,신용경색의 악순환은 어떻게 발생하는가?
518,국제산업연관표란 무엇인가?
447,생활물가지수란 무엇인가?
18,수출보험이란 무엇인가?
715,순수지주회사와 사업지주회사의 차이는 무엇인가?
483,기준년과 지수기준년의 차이는 무엇인가?
568,글래스-스티걸법이란 무엇인가?
433,제로금리정책이란 무엇인가?
367,OECD는 어떤 분야에서 활동하고 있는가?
83,GDP디플레이터란 무엇인가?
61,집단대출이란 무엇인가?
638,실물화폐와 명목화폐의 차이는 무엇인가?
272,장단기금리차는 어떤 요인에 의해 영향을 받을 수 있는가?
285,겸업주의와 전업주의의 차이는 무엇인가?
360,아세안+3 거시경제조사기구(AMRO)란 무엇인가?
354,미국 재무부의 역할은 무엇인가?
456,주가수익비율이란 무엇인가?
278,연쇄가중법이란 무엇인가?
12,속물효과란 무엇인가?
182,결제란 무엇인가?
368,역외 국제금융중심지는 어떤 특징이 있는가?
881,장단기금리차의 계산 예시는 무엇인가?
615,이 결제 방식이 국제적으로 권장되는 이유는 무엇인가?
223,워싱턴 컨센서스에서는 어떤 정책을 제시하고 있는가?
572,독점이란 무엇인가?
970,환경계정에서 어떻게 사회적 환경 손실을 평가하는가?
653,한 국가가 채무상환유예를 선언하면 어떤 과정을 거치게 되는가?
545,글래스-스티걸법의 핵심 내용은 무엇인가?
582,워싱턴 컨센서스란 무엇인가?
633,볼커룰과 관련한 논란은 무엇인가?
176,환차손과 환차익은 무엇인지 설명해 주실 수 있나요?
665,국가신용등급이란 무엇인가?
673,채권자의 입장에서는 부채비율이 높을 경우 어떤 우려가 있는가?
585,자금순환표의 주요 목적은 무엇인가?
873,소비자심리지수가 중요한 이유는 무엇인가?
393,요소비용이란 무엇인가?
163,통화정책 커뮤니케이션의 중요성이 커진 이유는 무엇인가?
248,적기시정조치제도란 무엇인가?
634,사이버리스크란 무엇인가?
885,중간소비란 무엇인가?
669,기준환율이란 무엇인가?
375,자연독점의 예시는 무엇인가?
412,정책시차란 무엇인가?
74,고용보조지표의 세 가지 형태는 무엇인가요?
113,시스템 리스크란 무엇인가?
598,복리가 단리보다 유리한 이유는 무엇인가?
961,정부실패를 방지하기 위한 조치는 어떤 것들이 있는가?
390,무권화란 무엇인가?
104,상계관세란 무엇인가?
114,외채와 대외채권의 정의는 무엇인가?
417,이 제도가 왜 필요한가?
525,Outright Forward와 Swap Forward의 차이는 무엇인가?
457,우리나라에서 이 방식은 어떻게 적용되고 있는가?
409,외환전산망이 수행하는 주요 업무는 무엇인가?
92,지로란 무엇인가?
930,한은금융망에 참여하는 기관들은 어떤 종류가 있는가?
89,고객확인절차(KYC)란 무엇인가?
336,통화정책의 역사는 어떻게 시작되었는가?
988,블록체인과 탈중앙화란 무엇인가?
921,자동안정화장치의 단점은 무엇인가?
933,영국의 P2P대출은 어떻게 운영되는가?
605,상품공동기금(CFC)란 무엇인가?
593,sequential CMO는 어떤 구조를 가지고 있는가?
611,부담금이 어떻게 부과되는가?
94,구제금융이란 무엇인가?
11,직불카드공동망이란 무엇인가?
396,차액결제시스템이란 무엇인가?
533,유동성은 어떤 두 가지 형태로 구분될 수 있는가?
43,공공재란 무엇인가?
42,자유변동환율제도의 장점과 단점은 무엇인가?
329,환율조작국 지정 기준은 무엇인가?
167,환경계정이란 무엇인가?
497,수쿠크는 어떻게 발전하였는가?
876,신용경색이 발생하는 주된 원인은 무엇인가?
597,금융시장에는 어떤 유형이 있는가?
756,"CDO와 관련된 사건이 있었는데, 그것은 무엇인가?"
100,지급결제시스템은 어떻게 분류될 수 있는가?
426,어음교환이란 무엇인가?
178,보완자본이란 무엇인가?
444,단리와 복리는 어떤 방식으로 이자를 계산하는가?
416,환율조작국 지정 후의 제재는 어떤 것이 있는가?
870,비트코인의 가격 변동성과 규제에 대한 문제는 무엇인가요?
882,전자단기사채가 인정받기 위한 요건은 무엇인가?
680,바젤은행감독위원회(BCBS)는 시장리스크와 관련하여 어떤 조치를 취하고 있는가?
177,모바일뱅킹이란 무엇인가?
395,왜 은행들이 CD금리보다 COFIX를 덜 선호하는가?
911,비우량회사채의 신용스프레드 변화는 무엇을 나타내는가?
793,국제회계기준이 도입된 국가는 어디인가?
960,정부실패가 발생하는 이유에는 어떤 것들이 있을까?
684,유럽연합의 회원국 수는 어떻게 변해왔는가?
383,한국은행의 설립 이후 주요 시기별로 어떤 역할을 수행해왔는가?
956,외국환포지션이란 무엇인가?
751,디스인플레이션 현상이 나타나면 경제에 어떤 영향을 미칠 수 있는가?
257,"[1,5]체계와 [1,2,5]체계의 예는 무엇인가?"
538,지역금융협정이란 무엇인가?
335,통화스왑과 외환스왑의 차이점은 무엇인가?
15,금융 하부구조란 무엇인가?
324,총고정자본형성에는 어떤 지출이 포함되는가?
758,삼불원칙이란 무엇인가?
222,외화가득액과 외화가득률은 무엇을 의미하는가?
179,수요탄력성이란 무엇인가?
983,난외거래를 감독하는 이유는 무엇인가?
22,J커브효과란 무엇인가?
356,금융채란 무엇인가?
666,국제원유가격은 어떻게 결정되나?
861,규모의 경제가 나타나는 산업의 예시는 무엇인가?
340,이 규제의 필요성이 대두된 배경은 무엇인가?
431,은선이란 무엇인가?
551,애그플레이션의 원인은 무엇인가?
833,신용스프레드가 줄어드는 것은 어떤 의미인가?
203,신흥 핀테크는 어떤 특징을 가지고 있는가?
630,기회비용과 매몰비용은 어떻게 다른가?
93,거시건전성 정책이란 무엇인가?
558,금리경로는 어떻게 작용하는가?
68,바젤 자본협약의 역사적 발전 과정을 설명해 주세요.
622,영업 양수도는 어떤 방식인가?
284,신용카드 VAN사업자의 주요 업무는 무엇인가?
844,지급결제시스템이란 무엇인가?
434,지역금융협정의 필요성이 커진 이유는 무엇인가?
153,북미자유무역협정의 경제적 영향은 어떤가?
75,자본거래자유화란 무엇인가?
730,생산유발효과의 예시는 어떤 것이 있는가?
446,만기수익률은 무엇인가?
188,통화유통속도란 무엇인가?
271,외채 및 대외채권 통계가 왜 중요한가?
236,양적완화정책이란 무엇인가?
487,"특별인출권은 어떻게 배분되며, 배분의 종류는 무엇인가?"
117,최종수요와 중간수요의 차이는 무엇인가?
943,로보어드바이저 서비스는 어떤 형태로 제공되는가?
512,펀드란 무엇인가?
825,듀레이션이란 무엇인가?
591,"치앙마이 이니셔티브의 한계는 무엇이었고, 이를 어떻게 극복했나?"
126,테일러 준칙이란 무엇인가?
116,생산과 출하의 관계는 어떻게 나타나는가?
473,서비스수지란 무엇인가?
693,현금자동인출기 공동망의 도입으로 어떤 변화를 가져왔는가?
57,원금이자분리채권이란 무엇인가?
863,동아시아 외환위기란 무엇인가?
912,신용연계증권이란 무엇인가?
369,금리평가이론이란 무엇인가?
268,통상임금의 정의에 포함되는 요소는 무엇인가?
46,비관측경제란 무엇인가?
349,전자금융이란 무엇인가?
195,신용파생상품의 사용으로 어떤 이점이 있는가?
999,중앙은행의 역할은 무엇인가?
834,양적완화정책이 시행된 이유는 무엇인가?
736,자금조달비용지수란 무엇인가?
263,업무지속계획이란 무엇인가?
443,기초가격과 구매자가격의 차이는 무엇인가?
675,빅맥지수란 무엇인가?
304,경직적 물가지수란 무엇인가?
341,그린본드란 무엇인가?
966,집중도 지수의 기준점은 무엇인가?
149,현시비교우위지수란 무엇인가?
124,자산유동화란 무엇인가?
786,우리나라에서 가동률과 생산능력은 어떻게 발표되는가?
50,외환스왑거래란 무엇인가?
353,현지금융이란 무엇인가?
927,원금리스크는 어떤 상황에서 발생하는가?
142,환리스크란 무엇인가?
470,부가가치유발계수란 무엇인가?
399,환경계정의 목적은 무엇인가?
625,국제결제은행(BIS)이란 무엇인가?
320,스톡퍼처스와 스톡옵션의 차이점은 무엇인가?
19,대체비용리스크란 무엇인가?
809,재정정책의 주요 목표는 무엇인가?
790,다른 국가들에서 설립된 국부펀드의 예시는 무엇이 있는가?
808,장기금융시장(자본시장)이란 무엇인가?
407,선물환거래의 주된 목적은 무엇인가?
537,중앙거래당사자는 어떤 역할을 수행하는 기관인가?
620,기업회생절차와 워크아웃의 차이는 무엇인가?
38,볼커룰이란 무엇인가?
